,player_id,player_name,player_position,team_id,match_id,match_date,match_week,avg_passes,avg_minsPlayed,ps_passes,ps_minsPlayed,avg_possession,avg_finalThirdEntries,avg_accurateBackZonePass,avg_accurateFwdZonePass,avg_possWonAtt3rd,avg_possWonMid3rd,avg_interception,ps_possession,ps_finalThirdEntries,ps_accurateBackZonePass,ps_accurateFwdZonePass,ps_possWonAtt3rd,ps_possWonMid3rd,ps_interception,target
0,29f3jvukalzylzr19t9phgxgq,Toti Gomes,Defender,b9si1jn1lfxfund69e9ogcu2n,e7y2hbbz0d91khvu418gzrrbo,2025-05-25,38,54.43333333333333,84.16666666666667,56.666666666666664,86.46666666666667,48.07027027027027,46.54054054054054,198.67567567567568,162.0810810810811,3.5675675675675675,18.054054054054053,7.918918918918919,48.099999999999994,48.5,203.27777777777777,168.55555555555554,3.1666666666666665,18.444444444444443,8.722222222222221,32.0
1,2apqk2zobhs8ypnaw0bzkch9m,Rodrigo Gomes,Defender,b9si1jn1lfxfund69e9ogcu2n,e7y2hbbz0d91khvu418gzrrbo,2025-05-25,38,10.0,32.166666666666664,8.3,24.5,48.07027027027027,46.54054054054054,198.67567567567568,162.0810810810811,3.5675675675675675,18.054054054054053,7.918918918918919,48.099999999999994,48.5,203.27777777777777,168.55555555555554,3.1666666666666665,18.444444444444443,8.722222222222221,6.0
2,2ge9oa66xgsefhhpvuboua76x,J. Strand Larsen,Attacker,b9si1jn1lfxfund69e9ogcu2n,e7y2hbbz0d91khvu418gzrrbo,2025-05-25,38,13.117647058823529,75.70588235294117,12.352941176470589,73.23529411764706,48.07027027027027,46.54054054054054,198.67567567567568,162.0810810810811,3.5675675675675675,18.054054054054053,7.918918918918919,48.099999999999994,48.5,203.27777777777777,168.55555555555554,3.1666666666666665,18.444444444444443,8.722222222222221,5.0
3,31wf775s975qy3il33oora8k5,M. Doherty,Defender,b9si1jn1lfxfund69e9ogcu2n,e7y2hbbz0d91khvu418gzrrbo,2025-05-25,38,40.37931034482759,69.86206896551724,46.57142857142857,70.21428571428571,48.07027027027027,46.54054054054054,198.67567567567568,162.0810810810811,3.5675675675675675,18.054054054054053,7.918918918918919,48.099999999999994,48.5,203.27777777777777,168.55555555555554,3.1666666666666665,18.444444444444443,8.722222222222221,39.0
4,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,Defender,b9si1jn1lfxfund69e9ogcu2n,e7y2hbbz0d91khvu418gzrrbo,2025-05-25,38,63.8,88.06666666666666,68.71428571428571,90.0,48.07027027027027,46.54054054054054,198.67567567567568,162.0810810810811,3.5675675675675675,18.054054054054053,7.918918918918919,48.099999999999994,48.5,203.27777777777777,168.55555555555554,3.1666666666666665,18.444444444444443,8.722222222222221,39.0
5,39dgr8s91agremy3nvp4q2221,S. Bueno,Defender,b9si1jn1lfxfund69e9ogcu2n,e7y2hbbz0d91khvu418gzrrbo,2025-05-25,38,29.892857142857142,59.964285714285715,31.642857142857142,60.42857142857143,48.07027027027027,46.54054054054054,198.67567567567568,162.0810810810811,3.5675675675675675,18.054054054054053,7.918918918918919,48.099999999999994,48.5,203.27777777777777,168.55555555555554,3.1666666666666665,18.444444444444443,8.722222222222221,0.0
6,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,Defender,b9si1jn1lfxfund69e9ogcu2n,e7y2hbbz0d91khvu418gzrrbo,2025-05-25,38,31.757575757575758,84.87878787878788,33.6875,89.0,48.07027027027027,46.54054054054054,198.67567567567568,162.0810810810811,3.5675675675675675,18.054054054054053,7.918918918918919,48.099999999999994,48.5,203.27777777777777,168.55555555555554,3.1666666666666665,18.444444444444443,8.722222222222221,43.0
7,5hu4oy1jz8k1c3ajuiueoo2ga,João Gomes,Midfielder,b9si1jn1lfxfund69e9ogcu2n,e7y2hbbz0d91khvu418gzrrbo,2025-05-25,38,43.17142857142857,82.77142857142857,46.375,85.3125,48.07027027027027,46.54054054054054,198.67567567567568,162.0810810810811,3.5675675675675675,18.054054054054053,7.918918918918919,48.099999999999994,48.5,203.27777777777777,168.55555555555554,3.1666666666666665,18.444444444444443,8.722222222222221,63.0
8,71rob1lsnmdviy1siakkzpqdx,José Sá,Goalkeeper,b9si1jn1lfxfund69e9ogcu2n,e7y2hbbz0d91khvu418gzrrbo,2025-05-25,38,27.607142857142858,90.0,26.533333333333335,90.0,48.07027027027027,46.54054054054054,198.67567567567568,162.0810810810811,3.5675675675675675,18.054054054054053,7.918918918918919,48.099999999999994,48.5,203.27777777777777,168.55555555555554,3.1666666666666665,18.444444444444443,8.722222222222221,27.0
9,7pmigpf4yfi6dfih8e1ogdwb9,Gonçalo Guedes,Attacker,b9si1jn1lfxfund69e9ogcu2n,e7y2hbbz0d91khvu418gzrrbo,2025-05-25,38,10.214285714285714,32.92857142857143,10.0,31.0,48.07027027027027,46.54054054054054,198.67567567567568,162.0810810810811,3.5675675675675675,18.054054054054053,7.918918918918919,48.099999999999994,48.5,203.27777777777777,168.55555555555554,3.1666666666666665,18.444444444444443,8.722222222222221,24.0
10,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,Midfielder,b9si1jn1lfxfund69e9ogcu2n,e7y2hbbz0d91khvu418gzrrbo,2025-05-25,38,14.153846153846153,76.3076923076923,13.166666666666666,82.5,48.07027027027027,46.54054054054054,198.67567567567568,162.0810810810811,3.5675675675675675,18.054054054054053,7.918918918918919,48.099999999999994,48.5,203.27777777777777,168.55555555555554,3.1666666666666665,18.444444444444443,8.722222222222221,17.0
11,9jxhgh1vhc531ho0ez5alfazu,R. Aït-Nouri,Defender,b9si1jn1lfxfund69e9ogcu2n,e7y2hbbz0d91khvu418gzrrbo,2025-05-25,38,37.333333333333336,85.05555555555556,39.166666666666664,84.88888888888889,48.07027027027027,46.54054054054054,198.67567567567568,162.0810810810811,3.5675675675675675,18.054054054054053,7.918918918918919,48.099999999999994,48.5,203.27777777777777,168.55555555555554,3.1666666666666665,18.444444444444443,8.722222222222221,33.0
12,9rm3r46uzxlmuqnp0jo4danhm,Matheus Cunha,Attacker,b9si1jn1lfxfund69e9ogcu2n,e7y2hbbz0d91khvu418gzrrbo,2025-05-25,38,28.4375,78.4375,27.933333333333334,80.13333333333334,48.07027027027027,46.54054054054054,198.67567567567568,162.0810810810811,3.5675675675675675,18.054054054054053,7.918918918918919,48.099999999999994,48.5,203.27777777777777,168.55555555555554,3.1666666666666665,18.444444444444443,8.722222222222221,39.0
13,bgsz3d0fmlaw8003dn66i4m0a,André,Midfielder,b9si1jn1lfxfund69e9ogcu2n,e7y2hbbz0d91khvu418gzrrbo,2025-05-25,38,40.40625,74.8125,44.142857142857146,79.0,48.07027027027027,46.54054054054054,198.67567567567568,162.0810810810811,3.5675675675675675,18.054054054054053,7.918918918918919,48.099999999999994,48.5,203.27777777777777,168.55555555555554,3.1666666666666665,18.444444444444443,8.722222222222221,45.0
14,wg9qybhs3qeq9awhux331uqx,J. Bellegarde,Midfielder,b9si1jn1lfxfund69e9ogcu2n,e7y2hbbz0d91khvu418gzrrbo,2025-05-25,38,16.147058823529413,49.35294117647059,14.777777777777779,47.166666666666664,48.07027027027027,46.54054054054054,198.67567567567568,162.0810810810811,3.5675675675675675,18.054054054054053,7.918918918918919,48.099999999999994,48.5,203.27777777777777,168.55555555555554,3.1666666666666665,18.444444444444443,8.722222222222221,2.0
15,1h3mduwlaf89ebwtqxuegsodm,K. Schade,Midfielder,7yx5dqhhphyvfisohikodajhv,e7y2hbbz0d91khvu418gzrrbo,2025-05-25,38,11.621621621621621,60.027027027027025,11.61111111111111,61.388888888888886,47.65945945945946,53.432432432432435,181.8108108108108,153.13513513513513,4.891891891891892,18.35135135135135,7.54054054054054,45.044444444444444,50.111111111111114,176.88888888888889,132.5,4.388888888888889,17.666666666666668,7.166666666666667,18.0
16,32bvxwhceid2xdcfx6cd8a8d1,K. Ajer,Defender,7yx5dqhhphyvfisohikodajhv,e7y2hbbz0d91khvu418gzrrbo,2025-05-25,38,24.0,62.47826086956522,24.181818181818183,61.18181818181818,47.65945945945946,53.432432432432435,181.8108108108108,153.13513513513513,4.891891891891892,18.35135135135135,7.54054054054054,45.044444444444444,50.111111111111114,176.88888888888889,132.5,4.388888888888889,17.666666666666668,7.166666666666667,6.0
